Id,IsActive,IsDeleted,CreatedOn,LastModifiedOn,DeletedOn,DateTimeStart,DateTimeEnd,EventType,PrimaryGenre,Description,CoverImageURL,TicketLink,AmountOfStages,AmountOfArtists,AdditionalInformation,PromotionalImagesURLs,PASystem,Turntable,CDJ,Mixer,Monitor,IsVisualsRequired,IsCancelled,EventId
688,t,f,2025-12-08 17:53:48.794+00,2025-12-08 17:53:48.794+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Lucuz performed aboard the Resonate Trance Classics Boat Party, a special sunset edition sailing across Jersey’s coastline. The event showcased uplifting trance classics in an intimate open-air setting with Matt Gurd and Craig Quemard completing the lineup. With a fully sold-out boat and a warm, nostalgic atmosphere on the water, this event highlighted Lucuz’s ability to deliver energetic, emotionally charged sets in unique locations.",,,0,0,,{},,,,,,f,f,704
689,t,f,2025-12-08 17:57:30.969+00,2025-12-08 17:57:30.969+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,SHOWCASE & INDUSTRY,,"Resonate returned with another trance-driven night dedicated to classic anthems and euphoric energy. Featuring a special producer set from Lukas alongside Matt Gurd and Craig Quemard, the event delivered four hours of high-energy uplifting trance, progressive influences, and nostalgic rave elements. The night continued the signature Resonate atmosphere, bringing together a passionate community of trance lovers for an intimate yet powerful club experience.",,,0,0,,{},,,,,,f,f,705
690,t,f,2025-12-08 17:59:06.75+00,2025-12-08 17:59:06.75+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Resonate’s March edition delivered a high-energy Trance Classics experience featuring some of Jersey’s favourite selectors. Lucuz performed alongside Lukas, Winstan, and Craig Quemard for a night dedicated to iconic trance anthems, emotional builds, and nostalgic crowd moments.",,,0,0,,{},,,,,,f,f,706
691,t,f,2025-12-08 20:23:05.499+00,2025-12-08 20:23:05.499+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"A high-energy techno night hosted by ORƎA, Skollaris and Mia Mao. The event featured a 360-degree stage setup with the DJ in the centre, creating a fully immersive environment where the crowd surrounded the performance area. The night showcased four unique techno universes under one direction: uncompromised, raw techno energy.

Artists on Lineup
• Ueberrest
• Tommahawk
• Skollaris
• Reege

Performance Notes for Skollaris
Skollaris delivered one of the night’s defining hard-techno sets, contributing to the event’s deep, driving atmosphere. The immersive stage design amplified crowd engagement and highlighted his ability to perform in high-intensity environments.",,,0,0,,{},,,,,,f,f,707
692,t,f,2025-12-08 20:31:30.035+00,2025-12-08 20:31:30.035+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"ORKA Club launches its new label ORKA Records.

A shift in dimension.
One sound. One vision. One movement.

To mark the launch, the lineup merges the Parisian and Berlin underground scenes into a unified techno journey.",,,0,0,,{},,,,,,f,f,708
696,t,f,2025-12-08 20:46:29.811+00,2025-12-08 20:46:29.811+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Notre créature chimérique s'extirpe des entrailles de la Seine pour prendre corps dans l'enceinte de l'illustre Badaboum !
Cette renaissance sera orchestrée par un invité de choix, artisan de sorties remarquables sur des labels tels que Drumcode, Terminal M, ou encore Filth On Acid, l'enfant-prodige brésilo-bavarois : Alex Stein 🟨⬛
Un nouveau souffle donc, mais sans oublier nos origines : on recevra aussi notre partner in crime de l'époque Wuza, le berlinois Raphael Hofman 🖤
Le tout encadré par le warm up de notre résidente-pépite Gridou, et le closing de Skollaris pour un finish en apothéose.

⬥ 23H30 - 07H
⬥ 2 floors indoor + Chill
⬥ BADABOUM, 2 bis rue des Taillandiers, 75011 Paris",,,0,0,,{},,,,,,f,f,712
697,t,f,2025-12-08 21:08:44.192+00,2025-12-08 21:08:44.192+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Rejoins-nous pour célébrer le premier anniversaire du collectif Nantais BEWONDER !
Pour revenir à l'origine, c'était lors d'une virée Parisienne à une des soirées ORKA, organisé par SKØLLARIS à Paris, avec Lampé (Alula Tunes) en tête d'affiche, que nous nous sommes rendu compte de l'évidence de créer ce collectif BEWONDER, tant nous étions basé sur des vibes similaires entre Dark Minimal Techno, Psy Techno et Techno Progressive entre autres..
C'est ainsi que nous avons crée le collectif BEWONDER, et avons par la suite élargit le collectif en accueillant de nouveaux membres et amis (Jocan Deka, Pink Empire & Marge), et également élargit notre spectre musicale des soirées GROOVINC aux soirées COSMOS, Groovin Carpet & Psychedelic Gathering.
Quoi de plus logique donc que d'inviter SKØLLARIS à venir entamer notre 2nde année de la meilleure des manières !
Avec au programme également le crew dans sa formule initiale : Tadhana, Nutskey, Madken & Chakruy !
La soirée risque d'être piquante à souhait !
On vous en dit plus très vite sur notre invité !
Billetterie bientôt ouverte : https://www.warehouse-nantes.fr/.../bewonder-1...",,,0,0,,{},,,,,,f,f,713
698,t,f,2025-12-08 21:11:30.224+00,2025-12-08 21:11:30.224+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Ce samedi 9 mars on reçoit le parrain de la dark disco, artiste prolifique et éclectique : Damon Jee 🖤
Et on laisse carte blanche all night long à Joren & ses guests pour électriser le Salon ⚡
⬥ 00H - 07H
⬥ 2 Floors indoor (L-Acoustics) + Chill + Open air (couvert)
⬥ ORKA Club, 4 Quai Saint-Bernard, 75005

𝐋𝗜𝗡𝗘-𝗨𝗣 :
🟨 Kabine :
𑁍 DAMON JEE
🎧 soundcloud.com/damon-jee
𑁍 SKOLLARIS
🎧 soundcloud.com/skollaris
𑁍 LŪV (Live)
🎧 soundcloud.com/luvlivemusic
𑁍 GRIDOU
🎧 soundcloud.com/gridou_music
",,,0,0,,{},,,,,,f,f,714
699,t,f,2025-12-08 21:14:00.604+00,2025-12-08 21:14:00.604+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"⚫ ORKA SAISON II 🟡
Notre dernier événement de l’année, c’est samedi 16 décembre, et c'est Joseph Disco qui revient mettre les pendules à l'heure !
⬥ 00H - 07H
⬥ 2 Floors indoors (L-Acoustics ) + Chill + Open air (couvert)
⬥ ORKA Club, 4 Quai Saint-Bernard, 75005

⬛ 𝐋𝗜𝗡𝗘-𝗨𝗣 🟨
𑁍 Joseph Disco (Alula)
🎧 soundcloud.com/josephdisco
𑁍 Skollaris (Sakral / Orka)
🎧 soundcloud.com/skollaris
𑁍 Per Wärlander (Street Back Boys)
🎧 soundcloud.com/per-waerlander
𑁍 Sarah Sutra B2B Duke (Orka)
🎧 soundcloud.com/sarah-rw
🎧 soundcloud.com/romaingainville
𑁍 Collectif HT showcase
🎧 soundcloud.com/sebtrakk
",,,0,0,,{},,,,,,f,f,715
700,t,f,2025-12-08 21:16:14.109+00,2025-12-08 21:16:14.11+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"⚫ORKA SAISON II 🟡
Bienvenue dans le nouveau chapitre de notre voyage technoïde enchanté.
Après une saison 2022/2023 initiatique, suivie d'un été vibrant en open air, on reprend les bases dans notre ténébreuse péniche pour de nouvelles soirées plus ardentes, plus intenses...
⬥ 00H - 07H
⬥ 1 Floor indoor (L-Acoustics ) + Chill + Open air (couvert)
⬥ ORKA Club, 4 Quai Saint-Bernard, 75005

⬛ 𝐋𝗜𝗡𝗘-𝗨𝗣 🟨
𑁍 Mehr is Mehr (Berlin)
🎧 soundcloud.com/mehrismehrberlin
𑁍 Skollaris (Sakral / Orka)
🎧 soundcloud.com/skollaris
𑁍 Mike Krier (Sakral / Orka)
🎧 soundcloud.com/mikekrier
𑁍 Gridou (Orka)
🎧 soundcloud.com/gridou_music
",,,0,0,,{},,,,,,f,f,716
701,t,f,2026-01-27 11:05:06.306+00,2026-01-27 11:05:06.307+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Shut Up And Dance: The Ultimate Techno Session!

Get ready to Shut Up And Dance on Friday for an extended session of pure techno. We've curated a powerhouse lineup that guarantees a night of relentless energy, from bass-heavy kicks to melodic drive.

Lineup:
* Alex Sharp
* BEAUXXX
* DAN: EZ
* Danny de Klonia

Prepare for eight hours of non-stop, high-octane music. This is where the underground meets the unforgettable.

Date: Friday, January 30, 2026
Time: 23:00 - 07:00
Location: Club John Doe, Rembrandtplein 31",,https://ra.co/events/2350993,1,4,,{},Club-installed professional PA system,"2 × Technics SL-1210 MK2 (or equivalent, on request)",2 × Pioneer CDJ-2000NXS2,2 × Pioneer CDJ-2000NXS2,Booth monitors provided,f,f,717
702,t,f,2026-01-27 11:10:16.889+00,2026-01-27 11:10:16.89+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Raveland & Undrgrnd are promoting the Harder Newschool evolving Sound of Techno, Hard Techno, Post Techno & Neo Rave.

We believe in the synthesis of genres and erasing boring rules of how the music in Techno Rave should be.

Our mission is to present visionary innovative extraordinary talented Techno Artists of Now.

Check our instagram page @raveland_amsterdam and @undrgrnd_amsterdam for impression.

--

ROBIN HASTINGS is a Chilean Hard Techno DJ and producer who focuses on making the dancefloor move. With his technical skill learned at Point Blank Music School, pure selection as a DJ, attention to high-end sound production and the integration of a drum machine connected to the mixer, he creates a high energy, very danceable and unique DJ set. Playing at esteemed venues in Chile, Netherlands and Germany, as well as sharing stage with renowned artists, Robin sets a difference when he performs, introducing his own sound. Robin's versatility extends beyond DJing, as evidenced by his releases on notable labels including Systolic Records, Etom Records, Back in Black Recordings, Red Moon,and Invert Records. Robin's distinctive sound draws inspiration from the aesthetics of rave culture, seamlessly blending various styles like PSY-Techno, Industrial Techno, and Hard Techno. When experiencing a Robin Hastings set,audiences are taken on a journey reminiscent of the euphoric sounds of the '90s Rave era. Expect an immersive sonic experience characterized by intense, dark tones, industrial drums, and a tempo ranging from 150 to 160 bpm—a homage to the authentic roots of the genre.

HANNES KNEF is a new generation Harder Techno producer, experimenting with fresh club focused techno sounds. His music is meant to feel engaging and familiar to a wider audience of listeners. The main vision is to make people enjoy the music of the future, rather than showing what techno could be within the underground scene.
Released on labels as Whalien Records, H33, Mass etc.

ALEX SHARP

His musical VERSATILITY makes is easy to adapt to any line up without compromising his unique style. get ready to explore hard groove like never before. Behind the scenes alex is running the undrgrnd project and no sundays without techno.

BRIZZIA
delivers raw, hypnotic techno where driving power meets deep melodic textures. She’s rocked top events across Spain and the Netherlands alongside Lilly Palmer and Marco Faraone, and builds immersive AV shows—pulsing beats with atmospheric drone visuals—grounded in training at Madrid’s leading academies.

SASHE
represents a new generation of electronic music, blending hard house, hard trance and touches of euro trance into a high-energy, euphoric journey
With carefully crafted builds and euphoric peaks, she takes the crowd on a journey, creating moments where the music takes over and the dance floor moves as one.",,https://ra.co/events/2348639,1,4,,{},Club-installed professional PA system,"2 × Technics SL-1210 MK2 (or equivalent, on request)",Pioneer DJM-900NXS2,Booth monitors provided,Booth monitors provided,f,f,718
703,t,f,2026-01-27 11:12:20.814+00,2026-01-27 11:12:20.814+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"The ritual continues. Every Sunday in February, we descend into the heart of Amsterdam for a night of pure, unadulterated techno. NSWT is our commitment to the rhythm, a weekly ceremony where we unite on the dance floor.
",,https://ra.co/events/2350876,1,1,,{},Club-installed professional PA system,"2 × Technics SL-1210 MK2 (or equivalent, on request)",2 × Pioneer CDJ-2000NXS2,Pioneer DJM-900NXS2,Booth monitors provided,f,f,719
704,t,f,2026-01-27 11:14:58.826+00,2026-01-27 11:14:58.826+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"UNDRGRND Amsterdam presents FUNK DE NACHT

Funk De Nacht is a community-driven techno collective from Amsterdam. We focus on hardgroove and raw deep techno—high-energy, percussive, hypnotic sounds built for proper movement and sweat-in-the-air dancefloors.
We keep it open-minded and radically welcoming: no ego, no gatekeeping—just dancers, connection, and real energy. Local-first, friends-always, curated by our resident crew and shaped by the community that shows up and makes the night what it is.",,https://ra.co/events/2354182,1,4,,{},Club-installed professional PA system,"2 × Technics SL-1210 MK2 (or equivalent, on request)",Pioneer DJM-900NXS2,Pioneer DJM-900NXS2,Booth monitors provided,f,f,720
705,t,f,2026-01-27 11:17:05.186+00,2026-01-27 11:17:05.186+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"It's not just music, it's a language. At NSWT, we speak in driving basslines and hypnotic melodies. This is where deep, progressive, and melodic techno converge to create an atmosphere that is both intense and euphoric.

Let the sound of the underground take over. See you on the floor.",,https://ra.co/events/2350887,1,1,,{},Club-installed professional PA system,"2 × Technics SL-1210 MK2 (or equivalent, on request)",2 × Pioneer CDJ-2000NXS2,2 × Pioneer CDJ-2000NXS2,Pioneer DJM-900NXS2,f,f,721
743,t,f,2026-02-01 08:22:20.854+00,2026-02-01 08:22:20.854+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"The infamous Hungarian OSTROM events from Birmingam joins forces with Techno Normative for a night of madness. All guests cameras will be covered as we descend arzenal into an atmosphere like no other event hosted here before. Providing a true underground techno experience. Transporting the guests through different soundscapes by showcasing only the most underground names in the scene right now. 
",,,0,0,,{},,,,,,f,f,759
706,t,f,2026-01-27 11:19:50.379+00,2026-01-27 11:19:50.379+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"
Prepare to be driven this Friday!

On February 13th, 2026, UNDRGRND presents DRVN—the highly anticipated return after the massive success of our first edition.

We take over the dance floor from 11 PM to 7 AM, transforming it into a sanctuary for those who seek the true sounds of the underground. Experience a journey through melodic layers that captivate the soul, peak-time grooves that ignite the dancefloor, and driven techno that propels you forward.

Your guides for the night:

* Jeroen de Wolf
* ARTE-MAS
* Alex Sharp
* Sam Rose

This is the community that unites us, and the sounds that define us. This is DRVN.

Date: Friday, 13 Feb
Time: 23:00 - 07:00
Location: Club John Doe, Rembrandtplein 31",,https://ra.co/events/2351422,1,4,,{},Club-installed professional PA system,"2 × Technics SL-1210 MK2 (or equivalent, on request)",2 × Pioneer CDJ-2000NXS2,Pioneer DJM-900NXS2,Booth monitors provided,f,f,722
707,t,f,2026-01-27 11:21:40.483+00,2026-01-27 11:21:40.483+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"UNDRGRND is more than a party, it's a community. NSWT is our weekly gathering, a sanctuary where freedom of expression and a shared passion for music unite us all. Here, we are all connected by the beat.

Come and be part of our underground family. Every Sunday, we come together as one.

Date: February 15, 2026
Time: 23:00 - 04:00
Location: Club John Doe, Rembrandtplein 31",,https://ra.co/events/2350897,1,1,,{},Club-installed professional PA system,"2 × Technics SL-1210 MK2 (or equivalent, on request)",2 × Pioneer CDJ-2000NXS2,Pioneer DJM-900NXS2,Booth monitors provided,f,f,723
708,t,f,2026-01-27 11:24:51.276+00,2026-01-27 11:24:51.276+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"The underground is calling.

CODE 303 returns February 20 with hard bounce, acid, and hard techno taking over. Gaya Carmeli will lead the charge, with more firepower joining the lineup.

- MØTEK
- SASHE
- CØPTER
- Gaya Carmeli
- TOQUITO
- B3L3N

This is where peak time collides with raw energy—where the dancefloor becomes a weapon and the music never stops. More names coming soon. Mark your calendars.

Date: Friday, 20 Feb, 2026
Time: 23:00 - 07:00
Location: Club John Doe, Rembrandtplein 31",,https://ra.co/events/2352257,1,6,,{},Club-installed professional PA system,"2 × Technics SL-1210 MK2 (or equivalent, on request)",2 × Pioneer CDJ-2000NXS2,Pioneer DJM-900NXS2,Booth monitors provided,f,f,724
